jnr	region	name	munnr	year	age	cr	pcl	fecund	ovul	twincr	twinpcl	ca	totcalb	totclut	antov	cweight	day	month	daynr
41020001	4102	Nordland	1825	1996	1	0	0		0			0	0	0	2	147	25	9	269
41020008	4102	Nordland	1825	1996	4	1	0	1	0	0		1	2	0	2	212	28	9	272
41020027	4102	Nordland	1825	1996	2	0	0	0	0			0	0	0	2	161	27	9	271
41020031	4102	Nordland	1825	1996	5	2	0	1	0	1		0	2	0	2	181	28	9	272
41020032	4102	Nordland	1825	1996	2	0	0	0	0			0	0	0	2	176	27	9	271
41020033	4102	Nordland	1825	1996	1	0	0		0			0	0	0	2	123	29	9	273
41020037	4102	Nordland	1825	1996	12	2	0	1	0	1		10	12	0	2	206	25	9	269
41020040	4102	Nordland	1825	1996	2	0	0	0	0			0	0	0	2	176	14	10	288
41020049	4102	Nordland	1825	1996	4	1	1	1	1	0	0	0	1	1	2	192	13	10	287
41020053	4102	Nordland	1825	1996	2	0	0	0	0			0	0	0	2	157	17	10	291
41020059	4102	Nordland	1825	1996	2	0	1	0	1		0	0	0	1	2		16	10	290
41020071	4102	Nordland	1825	1996	2	0	0	0	0			0	0	0	2	168	23	10	297
41020080	4102	Nordland	1825	1996	4	2	0	1	0	1		0	2	0	2		25	9	269
41020081	4102	Nordland	1825	1996	1	0	0		0			0	0	0	2	140	1	10	275
41020412	4102	Nordland	1826	1996	2	1	0	1	0	0		0	1	0	2	146	28	9	272
41020416	4102	Nordland	1826	1996	2	0	1	0	1		0	0	0	1	2	185	17	10	291
41020417	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	137	1	10	275
41020418	4102	Nordland	1826	1996	2	0	0	0	0			0	0	0	2	166	1	10	275
41020427	4102	Nordland	1826	1996	6	2	1	1	1	1	0	2	4	1	2	198	20	10	294
41020435	4102	Nordland	1826	1996	2	0	0	0	0			0	0	0	2	179	28	9	272
41020453	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	127	29	9	273
41020467	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2		20	10	294
41020469	4102	Nordland	1826	1996	2	0	0	0	0			0	0	0	2	145	21	10	295
41020479	4102	Nordland	1826	1996	2	0	1	0	1		0	0	0	1	2	164	27	10	301
41020481	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	128	14	10	288
41020489	4102	Nordland	1826	1996	2	0	0	0	0			0	0	0	2	186	27	9	271
41020492	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	133	25	9	269
41020495	4102	Nordland	1826	1996	2	2	0	1	0	1		0	2	0	2		28	9	272
41020503	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	154	10	10	284
41020513	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	121	13	10	287
41020518	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	150	28	9	272
41020522	4102	Nordland	1826	1996	1	0	0		0			0	0	0	2	164	29	9	273
41020167	4102	Nordland	1824	1997	1	0	0		0			0	0	0	2	120	20	10	293
41020169	4102	Nordland	1824	1997	1	0	1		1		0	0	0	1	2	150	11	10	284
41020183	4102	Nordland	1824	1997	3	0	0	0	0			0	0	0	2	139	26	9	269
41020190	4102	Nordland	1824	1997	1	0	0		0			0	0	0	2	152	27	10	300
41020202	4102	Nordland	1824	1997	17	2	0	1	0	1		9	11	0	2	188	1	10	274
41020153	4102	Nordland	1824	1997	1	0	0		0			0	0	0	2	144	10	10	283
41020159	4102	Nordland	1824	1997	2	0	0	0	0			0	0	0	2	185	26	9	269
41020210	4102	Nordland	1824	1997	2	0	0	0	0			0	0	0	2	170	30	9	273
41020214	4102	Nordland	1824	1997	1	0	0		0			0	0	0	2	118	23	10	296
41020215	4102	Nordland	1824	1997	1	0	1		1		0	0	0	1	2	137	24	10	297
41020249	4102	Nordland	1824	1997	1	0	0		0			0	0	0	2	124	12	10	285
41020261	4102	Nordland	1824	1997	1	0	0		0			0	0	0	2	107	27	9	270
41020266	4102	Nordland	1824	1997	1	0	0		0			0	0	0	2		27	9	270
41020272	4102	Nordland	1824	1997	3	1	0	1	0	0		0	1	0	2		27	9	270
41020275	4102	Nordland	1824	1997	10	2	2	1	1	1	1	5	7	2	2		10	10	283
41020280	4102	Nordland	1824	1997	9	2	0	1	0	1		6	8	0	2	218	27	9	270
41020001	4102	Nordland	1825	1997	1	0	0		0			0	0	0	2		29	9	272
41020007	4102	Nordland	1825	1997	2	0	0	0	0			0	0	0	2	140	26	9	269
41020014	4102	Nordland	1825	1997	10	2	0	1	0	1		4	6	0	2	205	26	9	269
41020015	4102	Nordland	1825	1997	5	1	0	1	0	0		3	4	0	2	223	27	9	270
41020017	4102	Nordland	1825	1997	8	2	0	1	0	1		4	6	0	2	238	30	9	273
41020022	4102	Nordland	1825	1997	1	0	0		0			0	0	0	2	111	30	9	273
41020023	4102	Nordland	1825	1997	6	2	0	1	0	1		1	3	0	2	167	30	9	273
41020026	4102	Nordland	1825	1997	14	2	0	1	0	1		6	8	0	2	203	28	9	271
41020028	4102	Nordland	1825	1997	4	1	0	1	0	0		1	2	0	2	179	11	10	284
41020033	4102	Nordland	1825	1997	11	2	1	1	1	1	0	3	5	1	2	154	19	10	292
41020034	4102	Nordland	1825	1997	6	2	1	1	1	1	0	2	4	1	2	213	11	10	284
41020057	4102	Nordland	1825	1997	5	0	0	0	0			0	0	0	2	185	11	10	284
41020059	4102	Nordland	1825	1997	4	2	2	1	1	1	1	2	4	3	2	205	23	10	296
41020060	4102	Nordland	1825	1997	1	0	0		0			0	0	0	2	115	24	10	297
41020061	4102	Nordland	1825	1997	3	1	2	1	1	0	1	0	1	2	2	200	19	10	292
41020062	4102	Nordland	1825	1997	2	0	1	0	1		0	0	0	1	2	170	12	10	285
41020065	4102	Nordland	1825	1997	2	0	2	0	1		1	0	0	2	2	147	22	10	295
41020070	4102	Nordland	1825	1997	1	0	0		0			0	0	0	2		20	10	293
41020083	4102	Nordland	1825	1997	1	0	0		0			0	0	0	2	143	31	10	304
41020313	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	162	1	10	274
41020323	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	128	26	9	269
41020331	4102	Nordland	1826	1997	6	2	2	1	1	1	1	4	6	2	2	215	14	10	287
41020338	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	147	14	10	287
41020345	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	137	11	10	284
41020346	4102	Nordland	1826	1997	8	1	0	1	0	0		3	4	0	2	190	10	10	283
41020347	4102	Nordland	1826	1997	1	0	1		1		0	0	0	1	2	110	28	10	301
41020350	4102	Nordland	1826	1997	2	0	1	0	1		0	0	0	1	2	183	31	10	304
41020352	4102	Nordland	1826	1997	6	2	2	1	1	1	1	2	4	2	2	176	18	10	291
41020359	4102	Nordland	1826	1997	15	0	0	1	0			0	0	0	2	142	26	10	299
41020362	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	144	21	10	294
41020364	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	141	29	9	272
41020366	4102	Nordland	1826	1997	4	2	0	1	0	1		1	3	0	2	207	1	10	274
41020371	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	137	13	10	286
41020373	4102	Nordland	1826	1997	1	0	1		1		0	0	0	1	2	144	20	10	293
41020377	4102	Nordland	1826	1997	18	2	1	1	1	1	0	7	9	1	2	179	30	10	303
41020382	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	132	1	10	274
41020385	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	120	27	9	270
41020392	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	114	15	10	288
41020400	4102	Nordland	1826	1997	9	1	2	1	1	0	1	1	2	2	2	179	17	10	290
41020404	4102	Nordland	1826	1997	2	0	0	0	0			0	0	0	2	143	26	9	269
41020405	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	158	18	10	291
41020408	4102	Nordland	1826	1997	3	0	2	1	1		1	1	1	2	2	216	24	10	297
41020412	4102	Nordland	1826	1997	9	2	0	1	0	1		4	6	0	2	181	29	9	272
41020419	4102	Nordland	1826	1997	7	2	0	1	0	1		5	7	0	2	220	13	10	286
41020430	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	137	19	10	292
41020431	4102	Nordland	1826	1997	1	0	0		0			0	0	0	2	144	28	10	301
41020168	4102	Nordland	1824	1998	6	2	0	1	0	1		1	3	0	2	179	29	9	272
41020193	4102	Nordland	1824	1998	2	0	1	0	1		0	0	0	1	2	150	24	10	297
41020197	4102	Nordland	1824	1998	1	0	0		0			0	0	0	2	112	25	9	268
41020200	4102	Nordland	1824	1998	5	2	1	1	1	1	0	0	2	1	2	191	11	10	284
41020206	4102	Nordland	1824	1998	5	2	2	1	1	1	1	2	4	2	2	200	25	9	268
41020207	4102	Nordland	1824	1998	1	0	0		0			0	0	0	2	114	26	9	269
41020212	4102	Nordland	1824	1998	2	0	0	0	0			0	0	0	2	148	10	10	283
41020213	4102	Nordland	1824	1998	3	2	0	1	0	1		0	2	0	2	165	25	9	268
41020220	4102	Nordland	1824	1998	4	1	0	1	0	0		2	3	0	2	185	29	9	272
41020231	4102	Nordland	1824	1998	2	0	2	0	1		1	0	0	2	2	177	11	10	284
41020233	4102	Nordland	1824	1998	16	2	1	1	1	1	0	2	4	1	2	210	25	10	298
41020243	4102	Nordland	1824	1998	13	0	1	1	1		0	4	4	1	2	244	26	9	269
41020247	4102	Nordland	1824	1998	2	0	1	0	1		0	0	0	1	2	140	22	10	295
41020263	4102	Nordland	1824	1998	9	2	1	1	1	1	0	1	3	1	2		21	10	294
41020265	4102	Nordland	1824	1998	1	0	0		0			0	0	0	2	140	26	9	269
41020266	4102	Nordland	1824	1998	3	0	0	0	0			0	0	0	2	176	27	9	270
41020277	4102	Nordland	1824	1998	8	2	2	1	1	1	1	3	5	2	2	226	22	10	295
41020278	4102	Nordland	1824	1998	7	2	0	1	0	1		6	8	0	2	199	28	9	271
41020279	4102	Nordland	1824	1998	1	0	0		0			0	0	0	2	96	29	9	272
41020298	4102	Nordland	1824	1998	1	0	0		0			0	0	0	2	118	25	9	268
41020303	4102	Nordland	1824	1998	14	0	2	1	1		1	3	3	2	2	193	24	10	297
41020305	4102	Nordland	1824	1998	11	2	0	1	0	1		3	5	0	2	220	26	9	269
41020308	4102	Nordland	1824	1998	1	0	0		0			0	0	0	2	125	10	10	283
41020053	4102	Nordland	1825	1998	7	2	0	1	0	1		3	5	0	2	161	24	10	297
41020061	4102	Nordland	1825	1998	1	0	0		0			0	0	0	2	136	13	10	286
41020062	4102	Nordland	1825	1998	3	2	0	1	0	1		0	2	0	2	179	27	9	270
41020073	4102	Nordland	1825	1998	2	0	1	0	1		0	0	0	1	2	176	31	10	304
41020404	4102	Nordland	1826	1998	1	0	0		0			0	0	0	2	124	26	9	269
41020409	4102	Nordland	1826	1998	3	0	1	0	1		0	0	0	1	2	186	11	10	284
41020422	4102	Nordland	1826	1998	1	0	0		0			0	0	0	2	153	29	9	272
41020435	4102	Nordland	1826	1998	2	0	1	0	1		0	0	0	1	2	144	24	10	297
41020446	4102	Nordland	1826	1998	1	0	0		0			0	0	0	2	121	29	9	272
41020453	4102	Nordland	1826	1998	2	0	1	0	1		0	0	0	1	2	160	18	10	291
41020455	4102	Nordland	1826	1998	8	1	2	1	1	0	1	1	2	2	2	209	19	10	292
41020464	4102	Nordland	1826	1998	10	1	2	1	1	0	1	4	5	2	2	192	29	10	302
41020487	4102	Nordland	1826	1998	13	2	1	1	1	1	0	4	6	1	2	221	27	10	300
41020489	4102	Nordland	1826	1998	2	0	0	0	0			0	0	0	2	160	26	9	269
41020511	4102	Nordland	1826	1998	1	0	0		0			0	0	0	2	145	20	10	293
41020514	4102	Nordland	1826	1998	8	1	2	1	1	0	1	0	1	2	2	243	20	10	293
41020516	4102	Nordland	1826	1998	1	0	1		1		0	0	0	1	2	154	18	10	291
41020517	4102	Nordland	1826	1998	2	1	2	1	1	0	1	0	1	2	2	196	31	10	304
41020523	4102	Nordland	1826	1998	1	0	0		0			0	0	0	2	138	29	9	272
41020529	4102	Nordland	1826	1998	2	0	1	0	1		0	0	0	1	2	172	27	10	300
41020005	4102	Nordland	1826	1998	1	0	0		0			0	0	0	2	125	25	9	268
41020158	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	114	28	9	271
41020161	4102	Nordland	1824	1999	2	0	1	0	1		0	0	0	1	2	165	28	9	271
41020163	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	117	26	9	269
41020170	4102	Nordland	1824	1999	2	0	0	0	0			0	0	0	2	166	11	10	284
41020189	4102	Nordland	1824	1999	1	0	1		1		0	0	0	1	2	142	19	10	292
41020190	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	125	25	9	268
41020192	4102	Nordland	1824	1999	2	0	0	0	0			0	0	0	2	176	25	9	268
41020194	4102	Nordland	1824	1999	4	2	1	1	1	1	0	0	2	1	2	175	25	9	268
41020207	4102	Nordland	1824	1999	2	1	1	1	1	0	0	0	1	1	2		25	9	268
41020212	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	143	26	9	269
41020225	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	120	30	9	273
41020229	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	150	27	9	270
41020231	4102	Nordland	1824	1999	11	2	0	1	0	1		0	2	0	2	180	25	9	268
41020237	4102	Nordland	1824	1999	13	2	2	1	1	1	1	4	6	3	2	162	23	10	296
41020240	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2		24	10	297
41020244	4102	Nordland	1824	1999	4	2	2	1	1	1	1	3	5	2	2	177	31	10	304
41020247	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	135	11	10	284
41020250	4102	Nordland	1824	1999	1	0	1		1		0	0	0	1	2	123	22	10	295
41020258	4102	Nordland	1824	1999	4	1	2	1	1	0	1	0	1	2	2	201	15	10	288
41020265	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2		25	9	268
41020266	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	150	25	9	268
41020273	4102	Nordland	1824	1999	12	1	2	1	1	0	1	3	4	2	2	183	28	9	271
41020281	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	166	27	9	270
41020285	4102	Nordland	1824	1999	16	2	2	1	1	1	1	1	3	2	2	196	30	10	303
41020286	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	164	26	9	269
41020287	4102	Nordland	1824	1999	7	2	0	1	0	1		2	4	0	2	207	26	9	269
41020292	4102	Nordland	1824	1999	3	0	2	1	1		1	2	2	2	2	198	30	10	303
41020293	4102	Nordland	1824	1999	2	0	1	0	1		0	0	0	1	2	187	29	9	272
41020296	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	155	27	9	270
41020297	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	161	28	9	271
41020299	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	150	16	10	289
41020303	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	136	29	9	272
41020309	4102	Nordland	1824	1999	2	0	0	0	0			0	0	0	2	167	31	10	304
41020312	4102	Nordland	1824	1999	6	2	1	1	1	1	0	1	3	1	2	172	10	10	283
41020315	4102	Nordland	1824	1999	4	1	1	1	1	0	0	0	1	1	2	178	29	9	272
41020328	4102	Nordland	1824	1999	2	0	1	0	1		0	0	0	1	2	210	31	10	304
41020330	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	128	23	10	296
41020351	4102	Nordland	1824	1999	1	0	0		0			0	0	0	2	140	30	9	273
41020013	4102	Nordland	1825	1999	1	0	0		0			0	0	0	2	150	25	9	268
41020020	4102	Nordland	1825	1999	1	0	0		0			0	0	0	2	111	25	9	268
41020023	4102	Nordland	1825	1999	2	0	0	0	0			0	0	0	2	161	27	9	270
41020035	4102	Nordland	1825	1999	4	1	2	1	1	0	1	0	1	2	2	209	16	10	289
41020038	4102	Nordland	1825	1999	3	1	1	1	1	0	0	0	1	1	2	187	15	10	288
41020044	4102	Nordland	1825	1999	1	0	0		0			0	0	0	2	130	17	10	290
41020047	4102	Nordland	1825	1999	1	0	0		0			0	0	0	2	144	25	9	268
41020060	4102	Nordland	1825	1999	3	1	1	1	1	0	0	0	1	1	2	158	28	10	301
41020064	4102	Nordland	1825	1999	1	0	1		1		0	0	0	1	2	131	26	10	299
41020077	4102	Nordland	1825	1999	17	2	1	1	1	1	0	4	6	1	2	170	28	10	301
41020409	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	146	25	9	268
41020416	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	125	14	10	287
41020433	4102	Nordland	1826	1999	4	1	1	1	1	0	0	1	2	1	2	178	23	10	296
41020446	4102	Nordland	1826	1999	1	0	1		1		0	0	0	1	2	142	31	10	304
41020448	4102	Nordland	1826	1999	3	1	2	1	1	0	1	0	1	2	2	154	12	10	285
41020449	4102	Nordland	1826	1999	2	0	1	0	1		0	0	0	1	2	203	12	10	285
41020450	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	153	10	10	283
41020456	4102	Nordland	1826	1999	6	1	1	1	1	0	0	2	3	1	2	171	13	10	286
41020459	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	129	1	10	274
41020461	4102	Nordland	1826	1999	2	1	1	1	1	0	0	0	1	1	2	181	14	10	287
41020462	4102	Nordland	1826	1999	1	0	1		1		0	0	0	1	2	138	23	10	296
41020465	4102	Nordland	1826	1999	6	2	2	1	1	1	1	1	3	2	2		21	10	294
41020466	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	160	11	10	284
41020472	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	163	26	9	269
41020482	4102	Nordland	1826	1999	7	1	0	1	0	0		2	3	0	2	184	30	9	273
41020486	4102	Nordland	1826	1999	4	0	0	0	0			0	0	0	2	194	31	10	304
41020489	4102	Nordland	1826	1999	8	2	2	1	1	1	1	3	5	2	2	260	10	10	283
41020499	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	142	27	9	270
41020503	4102	Nordland	1826	1999	14	0	0	0	0			0	0	0	2	228	30	9	273
41020508	4102	Nordland	1826	1999	1	0	0		0			0	0	0	2	116	30	9	273
41020157	4102	Nordland	1824	2000	1	0	1		1		0	0	0	1	2	152	27	9	271
41020166	4102	Nordland	1824	2000	1	0	0		0			0	0	0	2	120	25	9	269
41020190	4102	Nordland	1824	2000	11	1	0	1	0	0		2	3	0	2	210	1	10	275
41020196	4102	Nordland	1824	2000	1	0	0		0			0	0	0	2	110	25	9	269
41020197	4102	Nordland	1824	2000	20	2	0	1	0	1		8	10	0	2	198	26	9	270
41020202	4102	Nordland	1824	2000	1	0	1		1		0	0	0	1	2		16	10	290
41020205	4102	Nordland	1824	2000	2	0	2	0	1		1	0	0	2	2	168	18	10	292
41020216	4102	Nordland	1824	2000	3	0	0	1	0			2	2	0	2	180	28	9	272
41020244	4102	Nordland	1824	2000	4	2	2	1	1	1	1	0	2	2	2	210	11	10	285
41020249	4102	Nordland	1824	2000	4	2	2	1	1	1	1	0	2	2	2	203	29	10	303
41020261	4102	Nordland	1824	2000	1	0	0		0			0	0	0	2	141	28	9	272
41020262	4102	Nordland	1824	2000	13	2	1	1	1	1	0	2	4	1	2	210	20	10	294
41020284	4102	Nordland	1824	2000	1	0	0		0			0	0	0	2	154	27	9	271
41020286	4102	Nordland	1824	2000	1	0	0		0			0	0	0	2	130	22	10	296
41020313	4102	Nordland	1824	2000	1	0	0		0			0	0	0	2	122	27	9	271
41020315	4102	Nordland	1824	2000	1	0	0		0			0	0	0	2	145	27	9	271
41020035	4102	Nordland	1825	2000	1	0	0		0			0	0	0	2	153	25	9	269
41020042	4102	Nordland	1825	2000	2	0	0	0	0			0	0	0	2	198	21	10	295
41020060	4102	Nordland	1825	2000	2	1	1	1	1	0	0	0	1	1	2	164	27	10	301
41020067	4102	Nordland	1825	2000	2	0	1	0	1		0	0	0	1	2		21	10	295
41020079	4102	Nordland	1825	2000	4	2	0	1	0	1		3	5	0	2		26	9	270
41020360	4102	Nordland	1826	2000	2	0	1	0	1		0	0	0	1	2	168	19	10	293
41020362	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2	131	13	10	287
41020365	4102	Nordland	1826	2000	6	2	2	1	1	1	1	2	4	2	2	169	1	10	275
41020366	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2	146	21	10	295
41020367	4102	Nordland	1826	2000	1	0	1		1		0	0	0	1	2	152	11	10	285
41020377	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2	119	29	9	273
41020387	4102	Nordland	1826	2000	16	2	2	1	1	1	1	2	4	3	2	218	21	10	295
41020388	4102	Nordland	1826	2000	2	0	1	0	1		0	0	0	1	2	150	30	9	274
41020397	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2		29	9	273
41020400	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2	145	27	9	271
41020401	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2	106	13	10	287
41020417	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2	126	28	10	302
41020419	4102	Nordland	1826	2000	1	0	1		1		0	0	0	1	2	171	30	10	304
41020426	4102	Nordland	1826	2000	10	2	2	1	1	1	1	4	6	2	2	166	30	10	304
41020430	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2		29	9	273
41020432	4102	Nordland	1826	2000	1	0	0		0			0	0	0	2	145	25	9	269
41020458	4102	Nordland	1826	2000	6	2	2	1	1	1	1	1	3	2	2	195	16	10	290
41020461	4102	Nordland	1826	2000	16	2	2	1	1	1	1	2	4	3	2	196	31	10	305
41020206	4102	Nordland	1824	2001	7	2	0	1	0	1		5	7	0	2	193	26	9	269
41020207	4102	Nordland	1824	2001	3	1	0	1	0	0		1	2	0	2	185	26	9	269
41020217	4102	Nordland	1824	2001	1	0	0		0			0	0	0	2	111	28	9	271
41020231	4102	Nordland	1824	2001	7	2	0	1	0	1		4	6	0	2	200	25	9	268
41020236	4102	Nordland	1824	2001	2	0	0	0	0			0	0	0	2	195	19	10	292
41020241	4102	Nordland	1824	2001	1	0	0		0			0	0	0	2	154	26	9	269
41020252	4102	Nordland	1824	2001	1	0	0		0			0	0	0	2	130	28	9	271
41020279	4102	Nordland	1824	2001	11	2	1	1	1	1	0	2	4	1	2	202	13	10	286
41020301	4102	Nordland	1824	2001	3	1	1	1	1	0	0	0	1	1	2	177	29	9	272
41020312	4102	Nordland	1824	2001	2	0	0	0	0			0	0	0	2	170	26	9	269
41020314	4102	Nordland	1824	2001	1	0	1		1		0	0	0	1	2	125	30	10	303
41020317	4102	Nordland	1824	2001	1	0	0		0			0	0	0	2	150	27	9	270
41020324	4102	Nordland	1824	2001	4	1	0	1	0	0		0	1	0	2	195	14	10	287
41020326	4102	Nordland	1824	2001	1	0	0		0			0	0	0	2		26	9	269
41020335	4102	Nordland	1824	2001	1	0	1		1		0	0	0	1	2	140	28	10	301
41020336	4102	Nordland	1824	2001	1	0	0		0			0	0	0	2	110	29	9	272
41020341	4102	Nordland	1824	2001	2	1	2	1	1	0	1	0	1	2	2	190	27	10	300
41020370	4102	Nordland	1824	2001	5	2	0	1	0	1		0	2	0	2	182	30	9	273
41020374	4102	Nordland	1824	2001	1	0	1		1		0	0	0	1	2	142	26	10	299
41020376	4102	Nordland	1824	2001	1	0	0		0			0	0	0	2	134	1	10	274
41020390	4102	Nordland	1824	2001	3	0	0	0	0			0	0	0	2	183	29	9	272
41020393	4102	Nordland	1824	2001	2	0	0	0	0			0	0	0	2	180	28	9	271
41020012	4102	Nordland	1825	2001	2	0	0	0	0			0	0	0	2	182	25	9	268
41020026	4102	Nordland	1825	2001	1	0	0		0			0	0	0	2	134	29	9	272
41020029	4102	Nordland	1825	2001	1	0	0		0			0	0	0	2	120	10	10	283
41020045	4102	Nordland	1825	2001	2	0	0	0	0			0	0	0	2	163	25	9	268
41020047	4102	Nordland	1825	2001	1	0	0		0			0	0	0	2	124	13	10	286
41020049	4102	Nordland	1825	2001	1	0	0		0			0	0	0	2	122	12	10	285
41020071	4102	Nordland	1825	2001	1	0	0		0			0	0	0	2	130	29	9	272
41020074	4102	Nordland	1825	2001	2	0	1	0	1		0	0	0	1	2	166	19	10	292
41020093	4102	Nordland	1825	2001	2	0	2	0	1		1	0	0	2	2	182	30	9	273
41020094	4102	Nordland	1825	2001	6	1	1	1	1	0	0	1	2	1	2	121	22	10	295
41020100	4102	Nordland	1825	2001	1	0	1		1		0	0	0	1	2	150	19	10	292
41020411	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2	134	26	9	269
41020415	4102	Nordland	1826	2001	3	1	1	1	1	0	0	0	1	1	2	170	18	10	291
41020421	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2	147	30	9	273
41020434	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2	147	30	9	273
41020436	4102	Nordland	1826	2001	2	0	1	0	1		0	0	0	1	2	161	17	10	290
41020441	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2	137	25	9	268
41020450	4102	Nordland	1826	2001	14	2	0	1	0	1		2	4	0	2	195	20	10	293
41020453	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2	151	11	10	284
41020456	4102	Nordland	1826	2001	2	0	2	0	1		1	0	0	2	2	193	27	10	300
41020460	4102	Nordland	1826	2001	1	0	1		1		0	0	0	1	2		27	10	300
41020474	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2		25	9	268
41020477	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2		29	9	272
41020500	4102	Nordland	1826	2001	1	0	1		1		0	0	0	1	2	143	15	10	288
41020501	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2	159	24	10	297
41020511	4102	Nordland	1826	2001	1	0	0		0			0	0	0	2	120	13	10	286
41020172	4102	Nordland	1824	2002	1	0	0		0			0	0	0	2	150	26	10	299
41020179	4102	Nordland	1824	2002	12	1	0	1	0	0		4	5	0	2	182	28	9	271
41020012	4102	Nordland	1824	2002	1	0	0		0			0	0	0	2	132,3	3	10	276
41020019	4102	Nordland	1824	2002	2	1	0	1	0	0		0	1	0	2	162,7	26	9	269
41020025	4102	Nordland	1824	2002	11	1	0	1	0	0		3	4	0	2	0	5	10	278
41020034	4102	Nordland	1824	2002	11	2	2	1	1	1	1	0	2	2	2	234	26	9	269
41020037	4102	Nordland	1824	2002	3	0	0	1	0			0	0	0	2	154	29	9	272
41020039	4102	Nordland	1824	2002	2	0	1	0	1		0	0	0	1	2	147	28	9	271
41020044	4102	Nordland	1824	2002	2	0	1	0	1		0	0	0	1	2	164,5	28	9	271
41020050	4102	Nordland	1824	2002	1	0	0		0			0	0	0	2	175	13	10	286
41020057	4102	Nordland	1824	2002	7	2	0	1	0	1		2	4	0	2	200	25	9	268
41020060	4102	Nordland	1824	2002	4	1	0	1	0	0		2	3	0	2	220	25	9	268
41020071	4102	Nordland	1824	2002	14	2	0	1	0	1		2	4	0	2	196	26	9	269
41020091	4102	Nordland	1824	2002	1	0	0		0			0	0	0	2	112	27	9	270
41020092	4102	Nordland	1824	2002	13	2	0	1	0	1		2	4	0	2	180	29	9	272
41020101	4102	Nordland	1824	2002	6	2	0	1	0	1		0	2	0	2	175	4	10	277
41020103	4102	Nordland	1824	2002	2	0	0	0	0			0	0	0	2	140,5	6	10	279
41020105	4102	Nordland	1824	2002	1	0	0		0			0	0	0	2	142	25	9	268
41020122	4102	Nordland	1824	2002	11	2	0	1	0	1		4	6	0	2	227	28	9	271
41020124	4102	Nordland	1824	2002	1	0	0		0			0	0	0	2	153	19	10	292
41020126	4102	Nordland	1824	2002	15	1	1	1	1	0	0	3	4	1	2	154	27	10	300
