jnr	region	name	munnr	year	age	cr	pcl	fecund	ovul	twincr	twinpcl	ca	totcalb	totclut	antov	cweight	day	month	daynr
3399	4102	Nordland	1826	1986	2	0	0	0	0			0	0	0	2	158	13	9	256
3406	4102	Nordland	1826	1986	8	1	0	1	0	0		0	5	0	2	179	27	9	270
3410	4102	Nordland	1826	1986	4	1	0	1	0	0		0	2	0	2	200	10	9	253
3429	4102	Nordland	1826	1986	7	2	0	1	0	1		0	7	0	2	189	6	10	279
3432	4102	Nordland	1826	1986	9	2	2	1	1	1	1	0	9	2	2	0	23	10	296
3435	4102	Nordland	1826	1986	9	2	2	1	1	1	1	0	8	2	2	150	19	10	292
3446	4102	Nordland	1826	1986	1	0	0		0			0	0	0	2	143	13	9	256
215	4102	Nordland	1824	1987	1	0	0		0			0	0		2	131	7	10	280
225	4102	Nordland	1824	1987	3	0	0	0	0			0	0		2	187	26	9	269
230	4102	Nordland	1824	1987	4	0	0	0	0			0	0		2	208	30	9	273
235	4102	Nordland	1824	1987	3	1	1	1	1	0	0	0	1	1	2	186	30	9	273
252	4102	Nordland	1824	1987	3	1	0	1	0	0		0	1		2	139	25	9	268
266	4102	Nordland	1824	1987	8	2	0	1	0	1		0	6		2	197	26	9	269
270	4102	Nordland	1824	1987	3	0	2	0	1		1	0	0	2	2	182	14	10	287
272	4102	Nordland	1824	1987	1	0	0		0			0	0		2	130	26	9	269
301	4102	Nordland	1824	1987	3	0	0	0	0			0	0		2	180	27	9	270
302	4102	Nordland	1824	1987	16	2	0	1	0	1		0	11		2	150	4	10	277
304	4102	Nordland	1824	1987	1	0	0		0			0	0		2	127	29	9	272
309	4102	Nordland	1824	1987	3	0	0	1	0			0	1		2	203	30	9	273
311	4102	Nordland	1824	1987	6	0	1	1	1		0	0	1	1	2	189	7	10	280
315	4102	Nordland	1824	1987	1	0	0		0			0	0		2	111	5	10	278
324	4102	Nordland	1824	1987	2	0	0	0	0			0	0		2	167	25	9	268
326	4102	Nordland	1824	1987	5	1	2	1	1	0	1	0	2	3	2	195	2	10	275
5	4102	Nordland	1825	1987	1	0	0		0			0	0		2	147	4	10	277
6	4102	Nordland	1825	1987	14	1	0	1	0	0		0	3		2	230	6	10	279
7	4102	Nordland	1825	1987	5	1	0	1	0	0		0	9		2	177	6	10	279
10	4102	Nordland	1825	1987	1	0	0		0			0	0		2	127	6	10	279
22	4102	Nordland	1825	1987	4	2	0	1	0	1		0	3		2	172	26	9	269
24	4102	Nordland	1825	1987	2	0	0	0	0			0	0		2	160	28	9	271
33	4102	Nordland	1825	1987	3	0	0	0	0			0	0		2	179	27	9	270
45	4102	Nordland	1825	1987	1	0	0		0			0	0		2	113	25	9	268
46	4102	Nordland	1825	1987	2	0	0	0	0			0	0		2	140	3	10	276
47	4102	Nordland	1825	1987	1	0	0		0			0	0		2	130	26	9	269
51	4102	Nordland	1825	1987	13	2	0	1	0	1		0	8		2	0	25	9	268
56	4102	Nordland	1825	1987	6	2	2	1	1	1	1	0	5	2	2	179	16	10	289
60	4102	Nordland	1825	1987	1	0	1		1		0	0	0	1	2	138	18	10	291
63	4102	Nordland	1825	1987	1	0	0		0			0	0		2	125	17	10	290
72	4102	Nordland	1825	1987	6	0	2	1	1		1	0	5	2	2	186	17	10	290
75	4102	Nordland	1825	1987	10	2	1	1	1	1	0	0	8	1	2	200	23	10	296
77	4102	Nordland	1825	1987	5	2	1	1	1	1	0	0	3	1	2	210	18	10	291
80	4102	Nordland	1825	1987	5	1	0	1	0	0		0	1		2	237	1	10	274
88	4102	Nordland	1825	1987	17	2	0	1	0	1		0	16		2	189	4	10	277
94	4102	Nordland	1825	1987	5	0	0	0	0			0	0		2	195	21	10	294
504	4102	Nordland	1826	1987	6	2	0	1	0	1		0	4		2	0	7	10	280
511	4102	Nordland	1826	1987	6	0	0	1	0			0	1		2	182	30	9	273
515	4102	Nordland	1826	1987	4	0	0	0	0			0	0		2	200	27	9	270
527	4102	Nordland	1826	1987	1	0	0		0			0	0		2	122	6	10	279
534	4102	Nordland	1826	1987	3	0	0	1	0			0	1		2	168	13	9	256
538	4102	Nordland	1826	1987	10	2	0	1	0	1		0	14		2	205	11	9	254
41020038	4102	Nordland	1824	1991	6	1	2	1	1	0	1	0	1	2	2	176	23	10	296
41020176	4102	Nordland	1825	1991	2	0	1	0	1		0	0	0	1	2	157	8	10	281
41020208	4102	Nordland	1825	1991	1	0	0		0			0	0	0	2	141	29	9	272
41020210	4102	Nordland	1825	1991	1	0	0		0			0	0	0	2	136	29	9	272
41020211	4102	Nordland	1825	1991	1	0	0		0			0	0	0	2	156	25	9	268
41020219	4102	Nordland	1825	1991	2	0	0	0	0			0	0	0	2	150	27	9	270
41020224	4102	Nordland	1825	1991	1	0	0		0			0	0	0	2	120	25	9	268
41020227	4102	Nordland	1825	1991	7	2	0	1	0	1		4	6	0	2	175	28	9	271
41020243	4102	Nordland	1825	1991	1	0	0		0			0	0	0	2	151	25	9	268
41020251	4102	Nordland	1825	1991	3	1	0	1	0	0		0	1	0	2	185	6	10	279
41020283	4102	Nordland	1825	1991	1	0	0		0			0	0	0	2	140	28	9	271
41020067	4102	Nordland	1826	1991	3	0	0	0	0			0	0	0	2	146	2	10	275
41020069	4102	Nordland	1826	1991	1	0	0		0			0	0	0	2	151	30	9	273
41020071	4102	Nordland	1826	1991	1	0	0		0			0	0	0	2	140	27	9	270
41020072	4102	Nordland	1826	1991	2	0	1	0	1		0	0	0	1	2	168	22	10	295
41020075	4102	Nordland	1826	1991	1	0	0		0			0	0	0	2	148	25	9	268
41020091	4102	Nordland	1826	1991	1	0	0		0			0	0	0	2	143	11	9	254
41020113	4102	Nordland	1826	1991	14	2	0	1	0	1		6	8	0	2	230	14	9	257
41020153	4102	Nordland	1826	1991	1	0	0		0			0	0	0	2	134	16	10	289
41020160	4102	Nordland	1826	1991	3	1	0	1	0	0		0	1	0	2	146	30	9	273
41020054	4102	Nordland	1824	1992	2	0	0	0	0			0	0	0	2	200	28	9	272
41020161	4102	Nordland	1824	1992	2	0	0	0	0			0	0	0	2	172	1	10	275
41020176	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	164	30	9	274
41020187	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	173	15	10	289
41020194	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	200	25	9	269
41020199	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	150	27	9	271
41020213	4102	Nordland	1824	1992	15	1	2	1	1	0	1	8	9	2	2	158	1	10	275
41020214	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	108	25	9	269
41020226	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	126	29	10	303
41020232	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	142	12	10	286
41020243	4102	Nordland	1824	1992	2	0	0	0	0			0	0	0	2	180	26	9	270
41020251	4102	Nordland	1824	1992	8	2	2	1	1	1	1	5	7	4	2	186	26	10	300
41020268	4102	Nordland	1824	1992	1	0	0		0			0	0	0	2	140	25	9	269
41020278	4102	Nordland	1824	1992	2	0	0	0	0			0	0	0	2	0	11	10	285
41020016	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	0	25	9	269
41020018	4102	Nordland	1825	1992	2	0	0	0	0			0	0	0	2	163	25	9	269
41020020	4102	Nordland	1825	1992	3	1	2	1	1	0	1	1	2	2	2	178	29	9	273
41020024	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	134	26	9	270
41020028	4102	Nordland	1825	1992	2	0	1	0	1		0	0	0	1	2	155	25	9	269
41020039	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	143	27	9	271
41020043	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	146	27	9	271
41020049	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	116	1	10	275
41020052	4102	Nordland	1825	1992	3	1	0	1	0	0		1	2	0	2	178	27	9	271
41020057	4102	Nordland	1825	1992	3	1	2	1	1	0	1	1	2	2	2	188	11	10	285
41020058	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	123	13	10	287
41020067	4102	Nordland	1825	1992	9	2	1	1	1	1	0	4	6	1	2	185	19	10	293
41020077	4102	Nordland	1825	1992	2	1	0	1	0	0		0	1	0	2	186	16	10	290
41020081	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	137	26	10	300
41020084	4102	Nordland	1825	1992	1	0	1		1		0	0	0	1	2	147	16	10	290
41020086	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	134	26	9	270
41020096	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	138	27	9	271
41020098	4102	Nordland	1825	1992	1	0	2		1		1	0	0	2	2	147	19	10	293
41020108	4102	Nordland	1825	1992	5	1	0	1	0	0		0	1	0	2	168	1	10	275
41020119	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	130	28	9	272
41020120	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	137	30	9	274
41020125	4102	Nordland	1825	1992	9	2	0	1	0	1		4	6	0	2	165	1	10	275
41020130	4102	Nordland	1825	1992	3	1	1	1	1	0	0	0	1	1	2	155	31	10	305
41020134	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	140	15	10	289
41020140	4102	Nordland	1825	1992	1	0	0		0			0	0	0	2	130	17	10	291
41020142	4102	Nordland	1825	1992	12	1	0	1	0	0		5	6	0	2	189	31	10	305
41020302	4102	Nordland	1826	1992	1	0	0		0			0	0	0	2	125	14	10	288
41020303	4102	Nordland	1826	1992	2	0	1	0	1		0	0	0	1	2	156	14	10	288
41020327	4102	Nordland	1826	1992	1	0	0		0			0	0	0	2	111	14	10	288
41020333	4102	Nordland	1826	1992	11	2	1	1	1	1	0	4	6	1	2	199	18	10	292
41020344	4102	Nordland	1826	1992	2	0	0	0	0			0	0	0	2	91	31	10	305
41020359	4102	Nordland	1826	1992	2	0	1	0	1		0	0	0	1	2	199	14	10	288
41020362	4102	Nordland	1826	1992	1	0	0		0			0	0	0	2	127	30	9	274
41020371	4102	Nordland	1826	1992	1	0	2		1		1	0	0	2	2	131	13	10	287
41020373	4102	Nordland	1826	1992	1	0	2		1		1	0	0	2	2	0	17	10	291
41020375	4102	Nordland	1826	1992	1	0	0		0			0	0	0	2	148	1	10	275
41020387	4102	Nordland	1826	1992	1	0	1		1		0	0	0	1	2	133	10	10	284
41020394	4102	Nordland	1826	1992	6	2	2	1	1	1	1	2	4	2	2	267	31	10	305
41020301	4102	Nordland	1824	1993	2	0	0	0	0			0	0	0	2	166	29	9	272
41020312	4102	Nordland	1824	1993	1	0	0		0			0	0	0	2	137	29	9	272
41020318	4102	Nordland	1824	1993	1	0	0		0			0	0	0	2	141	19	10	292
41020332	4102	Nordland	1824	1993	1	0	0		0			0	0	0	2	150	25	9	268
41020333	4102	Nordland	1824	1993	1	0	0		0			0	0	0	2	151	25	9	268
41020334	4102	Nordland	1824	1993	6	2	1	1	1	1	0	0	2	1	2	189	27	9	270
41020339	4102	Nordland	1824	1993	4	1	0	1	0	0		2	3	0	2	171	24	9	267
41020343	4102	Nordland	1824	1993	1	0	0		0			0	0	0	2	148	27	9	270
41020347	4102	Nordland	1824	1993	2	0	1	0	1		0	0	0	1	2	182	26	9	269
41020349	4102	Nordland	1824	1993	2	0	2	0	1		1	0	0	2	2	188	30	9	273
41020363	4102	Nordland	1824	1993	1	0	0		0			0	0	0	2	150	27	9	270
41020387	4102	Nordland	1824	1993	2	0	1	0	1		0	0	0	1	2	160	18	10	291
41020393	4102	Nordland	1824	1993	4	1	0	1	0	0		2	3	0	2		26	9	269
41020394	4102	Nordland	1824	1993	3	2	0	1	0	1		1	3	0	2	215	28	9	271
41020415	4102	Nordland	1824	1993	2	0	0	0	0			0	0	0	2	180	25	9	268
41020420	4102	Nordland	1824	1993	11	2	0	1	0	1		4	6	0	2	153	1	10	274
41020421	4102	Nordland	1824	1993	1	0	0		0			0	0	0	2	132	16	10	289
41020428	4102	Nordland	1824	1993	1	0	1		1		0	0	0	1	2	142	26	10	299
41020429	4102	Nordland	1824	1993	2	1	2	1	1	0	1	0	1	2	2	201	31	10	304
41020004	4102	Nordland	1825	1993	18	1	0	1	0	0		6	7	0	2	174	25	9	268
41020014	4102	Nordland	1825	1993	1	0	0		0			0	0	0	2	134	26	9	269
41020018	4102	Nordland	1825	1993	12	1	0	1	0	0		4	5	0	2	191	26	9	269
41020027	4102	Nordland	1825	1993	1	0	0		0			0	0	0	2	146	12	10	285
41020032	4102	Nordland	1825	1993	10	2	0	1	0	1		3	5	0	2	180	26	9	269
41020047	4102	Nordland	1825	1993	11	1	0	1	0	0		10	11	0	2	202	28	9	271
41020054	4102	Nordland	1825	1993	3	1	1	1	1	0	0	0	1	1	2	154	16	10	289
41020063	4102	Nordland	1825	1993	1	0	0		0			0	0	0	2	138	22	10	295
41020068	4102	Nordland	1825	1993	4	1	1	1	1	0	0	0	1	1	2	162	23	9	266
41020074	4102	Nordland	1825	1993	1	0	0		0			0	0	0	2	104	27	9	270
41020075	4102	Nordland	1825	1993	1	0	0		0			0	0	0	2	112	30	10	303
41020102	4102	Nordland	1825	1993	8	2	0	1	0	1		0	2	0	2	192	30	9	273
41020103	4102	Nordland	1825	1993	1	0	0		0			0	0	0	2	135	16	10	289
41020106	4102	Nordland	1825	1993	2	0	1	0	1		0	0	0	1	2	164	26	10	299
41020153	4102	Nordland	1826	1993	2	0	1	0	1		0	0	0	1	2	181	30	9	273
41020164	4102	Nordland	1826	1993	1	0	0		0			0	0	0	2	137	16	10	289
41020166	4102	Nordland	1826	1993	13	1	1	1	1	0	0	6	7	1	2	235	28	10	301
41020182	4102	Nordland	1826	1993	1	0	0		0			0	0	0	2	147	1	10	274
41020190	4102	Nordland	1826	1993	4	1	2	1	1	0	1	3	4	3	2	198	18	10	291
41020194	4102	Nordland	1826	1993	11	2	2	1	1	1	1	3	5	2	2	203	23	10	296
41020195	4102	Nordland	1826	1993	1	0	0		0			0	0	0	2	160	16	10	289
41020221	4102	Nordland	1826	1993	11	2	2	1	1	1	1	5	7	2	2	200	16	10	289
41020223	4102	Nordland	1826	1993	1	0	0		0			0	0	0	2	190	22	10	295
41020236	4102	Nordland	1826	1993	1	0	2		1		1	0	0	2	2	135	10	10	283
41020237	4102	Nordland	1826	1993	1	0	1		1		0	0	0	1	2	147	27	9	270
41020238	4102	Nordland	1826	1993	3	0	2	0	1		1	0	0	2	2	204	10	10	283
41020240	4102	Nordland	1826	1993	1	0	1		1		0	0	0	1	2	146	31	10	304
41020242	4102	Nordland	1826	1993	1	0	0		0			0	0	0	2	146	25	9	268
41020156	4102	Nordland	1824	1994	19	2	0	1	0	1		5	7	0	2	171	28	9	271
41020164	4102	Nordland	1824	1994	6	2	0	1	0	1		2	4	0	2	214	29	9	272
41020170	4102	Nordland	1824	1994	2	0	0	0	0			0	0	0	2	167	28	9	271
41020174	4102	Nordland	1824	1994	10	2	2	1	1	1	1	6	8	2	2	190	12	10	285
41020188	4102	Nordland	1824	1994	1	0	0		0			0	0	0	2	136	11	10	284
41020190	4102	Nordland	1824	1994	1	0	0		0			0	0	0	2	128	15	10	288
41020198	4102	Nordland	1824	1994	1	0	1		1		0	0	0	1	2	159	15	10	288
41020200	4102	Nordland	1824	1994	2	0	2	0	1		1	0	0	2	2	186	12	10	285
41020215	4102	Nordland	1824	1994	3	2	0	1	0	1		0	2	0	2	206	29	9	272
41020225	4102	Nordland	1824	1994	12	2	2	1	1	1	1	8	10	4	2	220	22	10	295
41020229	4102	Nordland	1824	1994	2	2	2	1	1	1	1	0	2	2	2	167	23	10	296
41020230	4102	Nordland	1824	1994	3	0	0	1	0			1	1	0	2	220	25	9	268
41020234	4102	Nordland	1824	1994	2	0	1	0	1		0	0	0	1	2	153	18	10	291
41020241	4102	Nordland	1824	1994	3	0	1	0	1		0	0	0	1	2	180	30	10	303
41020245	4102	Nordland	1824	1994	3	2	2	1	1	1	1	2	4	2	2	194	30	10	303
41020259	4102	Nordland	1824	1994	10	2	2	1	1	1	1	5	7	2	2	180	21	10	294
41020262	4102	Nordland	1824	1994	1	0	0		0			0	0	0	2	160	23	10	296
41020267	4102	Nordland	1824	1994	2	1	1	1	1	0	0	0	1	1	2	167	20	10	293
41020280	4102	Nordland	1824	1994	4	2	2	1	1	1	1	0	2	3	2		10	10	283
41020284	4102	Nordland	1824	1994	13	1	1	1	1	0	0	4	5	1	2	204	10	10	283
41020289	4102	Nordland	1824	1994	1	0	0		0			0	0	0	2	145	29	9	272
41020524	4102	Nordland	1824	1994	4	1	2	1	1	0	1	1	2	2	2	196	30	10	303
41020528	4102	Nordland	1824	1994	1	0	0		0			0	0	0	2	149	15	10	288
41020530	4102	Nordland	1824	1994	1	0	0		0			0	0	0	2	137	29	10	302
41020009	4102	Nordland	1825	1994	1	0	0		0			0	0	0	2	123	29	9	272
41020010	4102	Nordland	1825	1994	1	0	0		0			0	0	0	2	133	1	10	274
41020011	4102	Nordland	1825	1994	2	0	0	0	0			0	0	0	2	192	26	9	269
41020013	4102	Nordland	1825	1994	3	1	0	1	0	0		0	1	0	2	208	28	9	271
41020015	4102	Nordland	1825	1994	1	0	0		0			0	0	0	2	152	1	10	274
41020025	4102	Nordland	1825	1994	2	0	0	1	0			0	0	0	2	145	27	9	270
41020027	4102	Nordland	1825	1994	2	0	0	0	0			0	0	0	2	158	26	9	269
41020031	4102	Nordland	1825	1994	2	0	1	0	1		0	0	0	1	2	190	29	9	272
41020033	4102	Nordland	1825	1994	16	2	0	1	0	1		7	9	0	2	179	30	9	273
41020034	4102	Nordland	1825	1994	1	0	0		0			0	0	0	2	110	26	9	269
41020042	4102	Nordland	1825	1994	1	0	0		0			0	0	0	2	152	27	9	270
41020043	4102	Nordland	1825	1994	1	0	0		0			0	0	0	2	137	11	10	284
41020111	4102	Nordland	1825	1994	4	0	1	1	1		0	4	4	1	2	193	11	10	284
41020113	4102	Nordland	1825	1994	1	0	0		0			0	0	0	2	135	15	10	288
41020301	4102	Nordland	1826	1994	9	2	2	1	1	1	1	4	6	2	2	170	16	10	289
41020311	4102	Nordland	1826	1994	7	2	1	1	1	1	0	3	5	1	2	151	17	10	290
41020317	4102	Nordland	1826	1994	2	0	1	0	1		0	0	0	1	2	164	10	10	283
41020321	4102	Nordland	1826	1994	2	0	0	0	0			0	0	0	2	185	27	9	270
41020324	4102	Nordland	1826	1994	1	0	0		0			0	0	0	2	112	16	10	289
41020342	4102	Nordland	1826	1994	1	0	2		1		1	0	0	2	2	153	12	10	285
41020346	4102	Nordland	1826	1994	1	0	0		0			0	0	0	2	104	1	10	274
41020358	4102	Nordland	1826	1994	2	0	1	0	1		0	0	0	1	2	176	24	10	297
41020364	4102	Nordland	1826	1994	5	2	2	1	1	1	1	2	4	2	2	190	30	10	303
41020369	4102	Nordland	1826	1994	2	0	2	0	1		1	0	0	2	2	188	15	10	288
41020373	4102	Nordland	1826	1994	2	0	1	0	1		0	0	0	1	2	144	31	10	304
41020374	4102	Nordland	1826	1994	2	0	0	0	0			0	0	0	2	150	25	10	298
41020377	4102	Nordland	1826	1994	1	0	0		0			0	0	0	2	145	29	10	302
41020384	4102	Nordland	1826	1994	13	2	2	1	1	1	1	6	8	3	2	182	29	10	302
41020389	4102	Nordland	1826	1994	2	1	0	1	0	0		0	1	0	2	200	27	9	270
41020392	4102	Nordland	1826	1994	2	1	2	1	1	0	1	0	1	2	2	195	29	10	302
41020398	4102	Nordland	1826	1994	4	0	0	1	0			3	3	0	2	224	27	9	270
41020403	4102	Nordland	1826	1994	1	0	0		0			0	0	0	2	152	25	9	268
41020408	4102	Nordland	1826	1994	2	0	1	0	1		0	0	0	1	2	181	10	10	283
41020411	4102	Nordland	1826	1994	9	0	0	1	0			2	2	0	2		27	9	270
41020413	4102	Nordland	1826	1994	1	0	0		0			0	0	0	2		11	10	284
41020417	4102	Nordland	1826	1994	12	1	2	1	1	0	1	6	7	2	2		10	10	283
41020601	4102	Nordland	1826	1994	2	0	0	0	0			0	0	0	2	168	1	10	274
41020612	4102	Nordland	1826	1994	2	0	2	0	1		1	0	0	2	2	196	30	10	303
41020204	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	164	29	9	272
41020205	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	130	29	9	272
41020207	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	154	28	9	271
41020211	4102	Nordland	1824	1995	6	2	2	1	1	1	1	3	5	2	2	255	1	10	274
41020222	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	141	26	9	269
41020223	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	137	29	9	272
41020238	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	127	11	10	284
41020240	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	143	21	10	294
41020245	4102	Nordland	1824	1995	8	2	2	1	1	1	1	4	6	2	2		8	10	281
41020251	4102	Nordland	1824	1995	5	0	1	1	1		0	2	2	1	2	207	12	10	285
41020255	4102	Nordland	1824	1995	3	1	1	1	1	0	0	0	1	1	2		29	9	272
41020263	4102	Nordland	1824	1995	5	2	2	1	1	1	1	2	4	2	2	238	21	10	294
41020267	4102	Nordland	1824	1995	2	0	1	0	1		0	0	0	1	2	181	12	10	285
41020278	4102	Nordland	1824	1995	1	0	0		0			0	0	0	2	156	20	10	293
41020288	4102	Nordland	1824	1995	7	2	2	1	1	1	1	3	5	2	2		22	10	295
41020292	4102	Nordland	1824	1995	6	2	0	1	0	1		2	4	0	2	164	29	9	272
41020295	4102	Nordland	1824	1995	2	0	2	0	1		1	0	0	2	2	200	18	10	291
41020603	4102	Nordland	1824	1995	12	0	0	1	0			4	4	0	2	195	29	10	302
41020610	4102	Nordland	1824	1995	13	2	0	1	0	1		9	11	0	2	201	30	9	273
41020618	4102	Nordland	1824	1995	4	0	0	1	0			2	2	0	2	204	30	9	273
41020621	4102	Nordland	1824	1995	5	1	0	1	0	0		0	1	0	2	214	15	10	288
41020628	4102	Nordland	1824	1995	2	1	2	1	1	0	1	0	1	3	2	137	27	10	300
41020629	4102	Nordland	1824	1995	2	0	1	0	1		0	0	0	1	2	138	30	10	303
41020634	4102	Nordland	1824	1995	2	1	1	1	1	0	0	0	1	1	2	150	28	10	301
41020529	4102	Nordland	1824	1995	3	0	2	1	1		1	1	1	3	2	175	27	10	300
41020003	4102	Nordland	1825	1995	5	2	2	1	1	1	1	3	5	2	2	180	14	10	287
41020018	4102	Nordland	1825	1995	2	0	0	0	0			0	0	0	2	169	29	9	272
41020026	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	178	1	10	274
41020028	4102	Nordland	1825	1995	3	0	0	1	0			1	1	0	2	188	25	9	268
41020029	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	135	25	9	268
41020033	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	126	25	9	268
41020038	4102	Nordland	1825	1995	14	2	0	1	0	1		6	8	0	2	178	25	9	268
41020039	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	144	29	9	272
41020042	4102	Nordland	1825	1995	5	2	0	1	0	1		2	4	0	2	196	25	9	268
41020044	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	119	29	9	272
41020052	4102	Nordland	1825	1995	3	0	1	1	1		0	1	1	1	2	185	21	10	294
41020056	4102	Nordland	1825	1995	4	2	0	1	0	1		0	2	0	2	190	15	10	288
41020058	4102	Nordland	1825	1995	3	1	1	1	1	0	0	0	1	1	2	168	16	10	289
41020065	4102	Nordland	1825	1995	9	2	2	1	1	1	1	1	3	2	2	185	22	10	295
41020066	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	131	12	10	285
41020075	4102	Nordland	1825	1995	2	0	0	0	0			0	0	0	2	190	29	9	272
41020076	4102	Nordland	1825	1995	15	0	1	1	1		0	2	2	1	2	208	30	10	303
41020083	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	138	28	10	301
41020094	4102	Nordland	1825	1995	4	2	2	1	1	1	1	0	2	2	2	215	21	10	294
41020095	4102	Nordland	1825	1995	3	2	0	1	0	1		0	2	0	2	152	25	9	268
41020103	4102	Nordland	1825	1995	1	0	0		0			0	0	0	2	124	18	10	291
41020109	4102	Nordland	1825	1995	2	0	1	0	1		0	0	0	1	2	160	14	10	287
41020302	4102	Nordland	1826	1995	1	0	0		0			0	0	0	2	103	25	9	268
41020305	4102	Nordland	1826	1995	11	2	1	1	1	1	0	3	5	1	2	203	11	10	284
41020319	4102	Nordland	1826	1995	2	0	0	0	0			0	0	0	2	208	12	10	285
41020350	4102	Nordland	1826	1995	1	0	0		0			0	0	0	2	141	14	10	287
41020359	4102	Nordland	1826	1995	1	0	0		0			0	0	0	2	135	18	10	291
41020361	4102	Nordland	1826	1995	1	0	0		0			0	0	0	2	143	24	10	297
41020373	4102	Nordland	1826	1995	1	0	0		0			0	0	0	2	143	12	10	285
41020374	4102	Nordland	1826	1995	8	2	2	1	1	1	1	6	8	2	2	200	14	10	287
41020379	4102	Nordland	1826	1995	1	0	0		0			0	0	0	2	188	28	9	271
41020383	4102	Nordland	1826	1995	8	1	2	1	1	0	1	6	7	2	2	220	21	10	294
41020387	4102	Nordland	1826	1995	3	2	2	1	1	1	1	1	3	2	2	178	15	10	288
41020986	4102	Nordland	1826	1995	6	2	2	1	1	1	1	2	4	2	2	182	30	10	303
41020388	4102	Nordland	1826	1995	5	2	1	1	1	1	0	4	6	1	2		13	10	286
41020404	4102	Nordland	1826	1995	2	0	0	0	0			0	0	0	2	193	10	10	283
41020205	4102	Nordland	1824	1996	2	0	0	0	0			0	0	0	2		29	9	273
41020218	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	128	26	9	270
41020220	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	140	1	10	275
41020241	4102	Nordland	1824	1996	2	0	0	0	0			0	0	0	2	122	12	10	286
41020245	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	148	27	9	271
41020247	4102	Nordland	1824	1996	3	1	1	1	1	0	0	0	1	1	2	170	23	10	297
41020271	4102	Nordland	1824	1996	9	2	0	1	0	1		2	4	0	2	173	29	9	273
41020272	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	134	16	10	290
41020273	4102	Nordland	1824	1996	2	0	0	0	0			0	0	0	2	158	14	10	288
41020287	4102	Nordland	1824	1996	2	0	2	0	1		1	0	0	2	2	175	12	10	286
41020288	4102	Nordland	1824	1996	2	0	1	0	1		0	0	0	1	2	186	12	10	286
41020299	4102	Nordland	1824	1996	3	0	1	0	1		0	0	0	1	2	205	25	10	299
41020300	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	170	26	9	270
41020301	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	140	25	9	269
41020302	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	130	27	9	271
41020303	4102	Nordland	1824	1996	12	2	1	1	1	1	0	8	10	1	2	246	13	10	287
41020305	4102	Nordland	1824	1996	7	2	1	1	1	1	0	3	5	1	2	259	20	10	294
41020310	4102	Nordland	1824	1996	4	0	0	0	0			0	0	0	2	225	29	9	273
41020311	4102	Nordland	1824	1996	5	2	0	1	0	1		3	5	0	2	220	19	10	293
41020312	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	165	29	9	273
41020313	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	135	12	10	286
41020314	4102	Nordland	1824	1996	2	0	0	0	0			0	0	0	2	180	12	10	286
41020327	4102	Nordland	1824	1996	1	0	0		0			0	0	0	2	118	18	10	292
41020335	4102	Nordland	1824	1996	9	2	1	1	1	1	0	6	8	1	2	170	19	10	293
41020340	4102	Nordland	1824	1996	8	2	1	1	1	1	0	7	9	1	2	200	13	10	287
